date,docx,headline,outlet,topic,url
7/15/15,July 13 - July 19,"Open Democracy: The growth of authoritarianism in Azerbaijan threatens the development of freedom in Nagorno-Karabakh, except submission of Artsakh official Baku (Originally in Russian)",Panorama.am,"The deterioration of democracy in Azerbaijan and its development in the Nagorno-Karabakh Republic are becoming increasingly inconsistent, and obvious.",http://www.panorama.am/ru/comments/2015/07/15/azerbaijan-nkr-nahapetyan/
7/16/15,July 13 - July 19,Open Democracy: Democratic NKR’s subordination to authoritarian Azerbaijan excluded,Panorama.am,The growing incompatibility between the deteriorating democracy in Azerbaijan versus the developing democracy in Nagorno-Karabakh has become a reality.,http://www.panorama.am/en/society/2015/07/16/azerbaijan-nkr-nahapetyan/
7/18/15,July 13 - July 19,USAID: sustainable development of civil society in Azerbaijan has deteriorated (Originally in Russian),Armenia Today,"After several years of stability, the Index of sustainable development has stated that the sustainable development of civil society institutions in Azerbaijan has deteriorated.",http://armtoday.info/default.asp?Lang=_Ru&NewsID=133220
7/19/2015,July 13 - July 19,IUP administrator named to Global Dialogue Fellows program,The Indiana Gazette,"Dr. Michele Petrucci, assistant vice president for International Education and Global Engagements in the Office of International Education at IUP has been selected to serve as one of the six US Global Dialogue Partners.","https://www.indianagazette.com/news/indiana-news/iup-administrator-named-to-global-dialogue-fellows-program,22412026/"
7/19/15,July 20 - July 26,Growing in Africa,Longitudes,"Kristin Lord explains how companies can grow in Africa, home to one of the world’s fastest growing youth populations.",https://longitudes.ups.com/growing-in-africa/
7/20/15,July 20 - July 26,USAID: Crackdowns on civil society in Azerbaijan went along with global oil price drop in 2014,Panorama.am,The deterioration of civil society in Azerbaijan took place against a sharp decline in world oil prices – which caused economic decline in the country.,http://www.panorama.am/en/analytics/2015/07/20/usaid-report-azerbaijan/
7/22/15,July 20 - July 26,Integrating Study Abroad Into School Curriculum and Culture,Education Week,CIEE Global High School and Teach Abroad Director Matt Redman shares some ideas about how to enhance study abroad experiences.,http://blogs.edweek.org/edweek/global_learning/2015/07/integrating_study_abroad_into_school_curriculum_and_culture.html
7/22/15,July 20 - July 26,The Central Library will be held in Slavyansk web conference with Kiev: Decentralization (Originally in Russian),6262.com,The Internet Center of the Central Library of Slavyansk held a webinar with the theme of decentralization of power.,http://www.6262.com.ua/news/898939
7/22/15,July 20 - July 26,“Unwanted MacArthur” leave (Originally in Russian),Svoboda.org,The MacArthur Foundation closes its office in Moscow that had been open since 1992.,http://www.svoboda.org/content/transcript/27147071.html
7/23/15,July 20 - July 26,Ministry of Culture and the International Research and Exchanges Board (IREX) have agreed on a partnership program of the American Center in Kiev “American Home”  (Originally in Ukrainian),KMU,The Ministry of Culture and IREX are promoting partnership programs in Kiev’s  “American House.”,http://www.kmu.gov.ua/control/uk/publish/article?art_id=248355839&cat_id=244277212
7/23/15,July 20 - July 26,Growing in Africa,3BL Media,"Kristin Lord explains how companies can grow in Africa, home to one of the world’s fastest growing youth populations.",http://3blmedia.com/News/Growing-Africa
7/23/15,July 20 - July 26,WDRB News hosts Ukrainian journalists,WDRB.com,WDRB was chosen by the State Department to partner with IREX in a program that assists new organizations in developing countries with professional training and technical assistance.,http://www.wdrb.com/story/29617380/wdrb-news-hosts-ukrainian-journalists
7/23/15,July 20 - July 26,In Volyn library can be booked online (Originally in Ukrainian),Civicua.org,A library in Volyn has added a website where users can register online.,http://www.civicua.org/news/view.html?q=2523272
7/24/15,July 20 - July 26,The development of local democracy is impossible without the transfer of significant powers afforded communities – Vyacheslav Nehoda (Originally in Ukrainian),KMU.gov,"If local democracy is to be developed, the only way to achieve this is to transfer power from the central government to the level of local community.",http://www.kmu.gov.ua/control/uk/publish/article?art_id=248361724&cat_id=244277212
7/27/15,July 27 - Aug 2,Trial in Mozambique triggers surge of solidarity (originally in Portuguese),"Voices of America, Portuguese","In Mozambique, three are accused of crimes against state security and abuse of freedom of expression.",http://www.voaportugues.com/content/julgamento-em-mocambique-desencadeia-vaga-de-solidariedade/2880316.html
7/27/15,July 27 - Aug 2,Vugar Khalilov: West stepped up its efforts on the issue of opening the Armenian-Turkish border (originally in Russian),1 News AZ,"The project for opening the Turkish border with Armenia is supported by US and UK embassies in Azerbaijan, US Department of State, and IREX.",http://www.1news.az/politics/20150727012332571.html
7/28/15,July 27 - Aug 2,“Izvestia”: the Dissertation of the fugitive Guriev sponsored prohibited US funds (Originally in Russian),Pravda,Sergei Guriev is grateful for financial support from organizations like IREX in registering his dissertation on “Non-monetary forms of payment in the Russian economy: mathematical models and methods of analysis.”,http://www.pravda.ru/news/society/28-07-2015/1268727-guriev-0/
7/28/15,July 27 - Aug 2,Ubiquitous USAID Assistance (originally in Russian),Freelance Bureau,"With the support of USAID, Ukrainian authorities plan to provide aid to combatants against APU.",http://flb.ru/info/59677.html
7/29/15,July 27 - Aug 2,South Africa: Department of State and USAID Officials to Deliver Remarks At the Presidential Summit of the Mandela Washington Fellowship for Young African Leaders,All Africa,Several Department of State and USAID officials will provide remarks at the Presidential Summit.,http://allafrica.com/stories/201507300316.html
7/30/15,July 27 - Aug 2,Washington Fellowship for Young African Leaders brings new class of fellows to FIU,FIU News,"In its second year at FIU, the Mandela Washington Fellowship brought a new group of sub-Saharan African scholars to live and train at the university.",https://news.fiu.edu/2015/07/washington-fellowship-for-young-african-leaders-brought-a-new-class-of-fellows-to-fiu/90811
7/31/15,July 27 - Aug 2,Future African leaders merit bipartisan support,The Hill,"The Mandela Washington Fellowship is a good example of a forward-looking, strategic investment helping African nations not only get ahead of crises but also in creating leadership that can build thriving economies.",http://thehill.com/blogs/congress-blog/foreign-policy/249845-future-african-leaders-merit-bipartisan-support
7/31/15,July 27 - Aug 2,Cultural Exchange Programme: 125 Pak Students Set to Study in US,Pakistan Observer,125 Pakistani undergraduate students are set to depart for the US to study at American educational institutions as part of a fellowship exchange program (Global UGRAD).,http://pakobserver.net/detailnews.asp?id=269379
7/6/15,July 6 - July 12,Qalqilya Al Ahli Club opens Initiative (us and you book) in Darwish Nazzal Hospital [Originally in Arabic],Alwatan Voice,"Qalqilya Al Ahli Club, which is implemented in partnership with IREX, started a reading initiative in Qalqilya.",http://www.alwatanvoice.com/arabic/news/2015/07/06/739988.html
7/7/15,July 6 - July 12,Senator slip on the harmonization of “patriotic stop list” with the FSB [Originally in Russian],RBC.ru,"The Federation Council  released a list of 12 undesirable NGOs working within Russia; in late June, the leader of the Liberal Democratic party Vladimir Zhirinovsky introduced a list of 20 companies in the House that included IREX and other American companies.",http://top.rbc.ru/politics/07/07/2015/559bbf869a794724f4be0361
7/8/15,July 6 - July 12,Journalist between two Serbian [Originally in Serbian],Danas.rs,Journalist Duan Masic is working to launch campaigns that pay tribute to the Serbian genocide that occurred 20 years ago; Masic previously worked as a media advisor for IREX for four years.,http://www.danas.rs/danasrs/dijalog/novinar_izmedju_dve_srbije.46.html?news_id=304564
7/9/15,July 6 - July 12,Language camp for children at the foot at the Rila [Originally in Bulgarian},Struma.com,Students from “Brothers Kanazirevi” – Razlog participated in a summer language camp to improve their English skills; the initiative is funded by IREX and the US Department of State.,http://www.struma.com/obshtestvo/ezikov-lager-za-deca-v-polite-na-rila_78790/
7/9/15,July 6 - July 12,Fellows in Dover,UDaily,"UD Mandela Washington Fellows visit Delaware’s capital, Dover, to engage with state leaders.",http://www.udel.edu/udaily/2016/jul/fellows-state-leaders-070915.html
7/10/15,July 6 - July 12,Ukrainian Library Association Manifesto “Libraries in times of crisis” passed [Originally in Ukrainian],Civicua.org,"The presidium of the Ukrainian Library Association, which is supported with help from IREX, adopted the Manifesto of UCA “Libraries in times of crisis,” which promotes the importance of libraries for Ukrainian society and their potential to overcome challenges posed by the current crisis and to help in implementing significant reforms.",http://www.civicua.org/news/view.html?q=2513927
7/10/15,July 6 - July 12,Qalqilya Al Ahli Club greets Ramadan evening in Bazaar Qalqilya [Originally in Arabic],Maan News Agency,"Club Qalqiliya, which is implemented with help from IREX, hosted a bazaar day in Qalqilya in honor of Ramadan.",https://www.maannews.net/Content.aspx?id=786179
6/5/15,June 1 - June 7,ASU to host Mandela Washington Fellows from Africa,ASU News,Arizona State University will host 25 Mandela Washington Fellows this summer—the second year the university has hosted the Mandela Washington Fellowship for Young African Leaders.,https://asunews.asu.edu/20150605-asu-mandela-washington-fellowship
6/6/15,June 1 - June 7,Journal of Democracy: Azerbaijan successfully bribes European deputies and demonstratively violates CoE norms,Panorama.am,"Upon joining the Council of Europe, Azerbaijan attempted to contest the definition of “political prisoner,”— a condition of its membership—and continued to repress activists, bloggers, and journalists across the country.  In keeping with its goal of media repression, during the country’s Council of Europe chairmanship, the bank accounts of many independent NGOs were frozen and several international NGOs such as IREX faced criminal charges.",http://www.panorama.am/en/law/2015/06/05/azerbaijan-journal-democracy/
6/6/15,June 1 - June 7,Belonozhko and his team[Originally in Russian],Mykolaiv city newspaper,"A Ukrainian newspaper, “Nikolaev News” has become a frontrunner in the region’s press scene.  The newspaper was invited to the U.S. State Department for media training and won a competition through [ANNOTATION:BY 'Deborah Ince'ON '2015-06-08T10:28:00'DINOTE: 'Do not know which contest they are referring to? Translation for article was hard to piece together']IREX.",http://www.vn.mk.ua/stories.php?id=25227
6/15/15,June 15 - June 21,"'Powerful Girls', a network for the leadership of Latin American journalists[Originally in Spanish]",El Nuevo Herald,The “Powerful Girls” movement uses digital media training programs for journalists in Latin America to strengthen women’s leadership roles.,http://www.elnuevoherald.com/noticias/mundo/america-latina/article24417103.html
6/15/15,June 15 - June 21,The Conference of East Africa is developing the next generation of innovators and entrepreneurs[Originally in French],Star Africa,"Last week, more than 100 African leaders met in Nairobi, Kenya for the East African Regional Conference for the Mandela Washington Fellowship.",http://fr.starafrica.com/actualites/la-conference-de-lafrique-de-lest-developpe-la-prochaine-generation-dinnovateurs-et-dentrepreneurs.html
6/15/15,June 15 - June 21,East Africa Conference Builds Next Generation of Innovators and Entrepreneurs,All Africa,More than 100 participants attended the Mandela Washington Fellowship East Africa Regional Conference for U.S. President Obama’s Young African Leaders Initiative.,http://allafrica.com/stories/201506181718.html
6/18/15,June 15 - June 21,Qalilya Al Ahli Club celebrated the graduation project teaching students English through drama[Originally in Arabic],Raya.ps,"The Qalqilya Al Ahli Club, implemented through cooperation from IREX, exhibited projects from its youth participants at a recent ceremony.",http://www.raya.ps/ar/news/906085.html
6/18/15,June 15 - June 21,What he sought and found Ponta Baku[Originally in Romanian],The Epoch Times Romania,"In preparing for the European Games, Azerbaijan continues to struggle with media freedom.",http://epochtimes-romania.com/news/ce-a-cautat-si-ce-a-gasit-ponta-la-baku---234793
6/19/15,June 15 - June 21,Meet the fellows: 2015 University of Delaware Mandela Washington Fellows announced,UD Daily,The University of Delaware welcomes 25 Mandela Washington Fellows to study at the institution.,http://www.udel.edu/udaily/2015/jun/mandela-washington-fellows-061915.html
6/19/15,June 15 - June 21,Virginia Commonwealth University to host Mandela Washington Fellowship for Young African Leaders,Virginia Commonwealth University,Virginia Commonwealth University is proud to announce that it has been selected as a host institution for the Mandela Washington Fellowship for Young African Leaders.,http://www.global.vcu.edu/news/Mandela_Washington_Fellowship/
6/20/15,June 15 - June 21,The formation of task forces and scouts popular Dabke in Qalqilya Ahli Club[Originally in Arabic],Maan News Agency,Task forces were formed at the Qalqilya Al Ahli Club—a youth project implemented with assistance from IREX—in order to increase interaction and communication between the community and local youth sector.,https://www.maannews.net/Content.aspx?id=783326
